clean_review,sentiment
사랑해요 성심당근데 별 개준건 줄이 너무 김,"[['불평/불만', 0.5636738538742065], ['감동/감탄', 0.4275822639465332], ['슬픔', 0.5700678825378418], ['기대감', 0.40159615874290466], ['안타까움/실망', 0.847078800201416], ['즐거움/신남', 0.44246941804885864], ['당황/난처', 0.6821696758270264], ['기쁨', 0.4507342576980591]]"
사랑합니다,"[['환영/호의', 0.8946134448051453], ['감동/감탄', 0.7728928923606873], ['고마움', 0.7390231490135193], ['기대감', 0.6283384561538696], ['아껴주는', 0.8456405401229858], ['즐거움/신남', 0.7773240208625793], ['흐뭇함(귀여움/예쁨)', 0.4775659441947937], ['행복', 0.8457724452018738], ['기쁨', 0.8908287882804871], ['안심/신뢰', 0.4250257909297943]]"
맛있어요 가성비도 좋구 요즘은 줄 오래 안 서서 좋아요,"[['환영/호의', 0.6428496837615967], ['감동/감탄', 0.8587192893028259], ['고마움', 0.8334018588066101], ['기대감', 0.5272337794303894], ['뿌듯함', 0.7308138608932495], ['편안/쾌적', 0.7645612955093384], ['즐거움/신남', 0.8894980549812317], ['행복', 0.8832758069038391], ['기쁨', 0.9719629883766174], ['안심/신뢰', 0.8916260004043579]]"
가성비 최고의 빵집 많은 종류의 빵 시루는 무화과는 좋은데 귤 시루는 사람이 넘 많아서 분 대기시간은 기본,"[['불평/불만', 0.8457695245742798], ['기대감', 0.5926080942153931], ['안타까움/실망', 0.8311817049980164], ['짜증', 0.4600309431552887], ['당황/난처', 0.48541882634162903], ['안심/신뢰', 0.4411434829235077]]"
뭐랄까 대전에 본가가 있는 사람으로서 자랑스럽지만 막 기달려서 먹는건 글쎄맛이야 있지만 굳이,"[['불평/불만', 0.5055076479911804], ['안타까움/실망', 0.8576971292495728], ['당황/난처', 0.4921124577522278], ['부담/안_내킴', 0.5938310623168945], ['재미없음', 0.5380291938781738]]"
항상 애용하는 대전의 자랑,"[['환영/호의', 0.8851495981216431], ['감동/감탄', 0.8504382371902466], ['고마움', 0.8480376601219177], ['존경', 0.425762414932251], ['기대감', 0.763742983341217], ['뿌듯함', 0.6893971562385559], ['편안/쾌적', 0.6103848218917847], ['아껴주는', 0.7699198722839355], ['즐거움/신남', 0.7056394815444946], ['행복', 0.8605120778083801], ['기쁨', 0.9083656668663025], ['안심/신뢰', 0.8862377405166626]]"
빵의 즐거움을 만끽할 수 있는 곳가격 다양성 맛 감사할따름,"[['환영/호의', 0.4192996919155121], ['감동/감탄', 0.8901061415672302], ['고마움', 0.8508133888244629], ['즐거움/신남', 0.805455207824707], ['행복', 0.7989669442176819], ['기쁨', 0.9249669909477234], ['안심/신뢰', 0.5511093735694885]]"
가성비 최고 근데 동선이 이상한 같아요,"[['불평/불만', 0.692044734954834], ['환영/호의', 0.4702729284763336], ['감동/감탄', 0.4115232229232788], ['기대감', 0.6574707627296448], ['안타까움/실망', 0.873134195804596], ['신기함/관심', 0.5218974947929382], ['즐거움/신남', 0.4847220778465271], ['당황/난처', 0.7044680714607239], ['기쁨', 0.41939231753349304], ['안심/신뢰', 0.4242726266384125]]"
맛도 맛이지만 가성비가 남다름 최고,"[['환영/호의', 0.7749908566474915], ['감동/감탄', 0.967044472694397], ['고마움', 0.4984338581562042], ['기대감', 0.796110987663269], ['뿌듯함', 0.5989226698875427], ['신기함/관심', 0.5231691598892212], ['즐거움/신남', 0.9215460419654846], ['행복', 0.7696853280067444], ['기쁨', 0.9317640066146851], ['안심/신뢰', 0.7141561508178711]]"
빵순이라 어딜 가나 빵집은 꼭 들리는데 사온 빵이 다 맛있었습니다,"[['환영/호의', 0.5430751442909241], ['감동/감탄', 0.9059379696846008], ['고마움', 0.8540717959403992], ['뿌듯함', 0.673687756061554], ['편안/쾌적', 0.6144721508026123], ['즐거움/신남', 0.9135939478874207], ['행복', 0.9564751982688904], ['기쁨', 0.9802452921867371], ['안심/신뢰', 0.7075679898262024]]"
빵사러 왕복 시간두번째 감나는 빵 안좋아 함근데도 년에 한번은 무조건 가는 곳가족들 의견 추합해서 대충 만 어치 사면 넉넉하게 먹음나보다 아내가 더 좋아함아내를 더 좋아하는 나는 올해도 성심당에 감,"[['환영/호의', 0.45407673716545105], ['감동/감탄', 0.4004799425601959], ['기대감', 0.5689541697502136], ['뿌듯함', 0.6934142708778381], ['편안/쾌적', 0.678091287612915], ['신기함/관심', 0.4276259243488312], ['즐거움/신남', 0.8083747029304504], ['깨달음', 0.5348915457725525], ['흐뭇함(귀여움/예쁨)', 0.4166535437107086], ['행복', 0.7106987237930298], ['기쁨', 0.8242032527923584], ['안심/신뢰', 0.685259997844696]]"
대전의 자랑이라고하니 그냥점 줌퀸아망원굿 떠알밤원 인개만 허용할정도로 인기라니 이해불가밥한끼값 야채고로케 기름이 너무 많아 냅킨몇장 다 젖음 후렌치파이 굿아 맛있고 큰게 원이라니 월넛브레드 굿 큰게 원이라니,"[['불평/불만', 0.965829610824585], ['화남/분노', 0.5598426461219788], ['안타까움/실망', 0.8910723924636841], ['의심/불신', 0.4364221394062042], ['한심함', 0.401047021150589], ['짜증', 0.8684083819389343], ['어이없음', 0.9241277575492859], ['당황/난처', 0.7348120212554932], ['재미없음', 0.4165574014186859]]"
빵집들 반성하셔야,"[['불평/불만', 0.9044771790504456], ['지긋지긋', 0.4770795404911041], ['화남/분노', 0.7787281274795532], ['안타까움/실망', 0.9010910391807556], ['의심/불신', 0.713867723941803], ['한심함', 0.687005877494812], ['짜증', 0.6933557987213135], ['어이없음', 0.4902210533618927], ['증오/혐오', 0.45721226930618286]]"
대전 갈때마다 꼭 방문하는 맛집 가격들도 너무 착하고 빵도 너무나 맛있어요 강추메뉴고구마소보루아몬드 크로와상추천메뉴토요빵쫀득쫀득한 식감이 맛있어요먹물방망이크림치즈와 달달한 조합 넘 잘 어울려용보통후렌치파이빠삭한 식감에 겉엔 꿀 안에는 잼이 들어 있는거 같아요초코튀소넘 달아용비추생각보다 소금빵은 별로더라구여 밤스콘소금빵,"[['환영/호의', 0.7358665466308594], ['감동/감탄', 0.9207947850227356], ['고마움', 0.530722439289093], ['기대감', 0.6378953456878662], ['뿌듯함', 0.6271528601646423], ['편안/쾌적', 0.5595977902412415], ['신기함/관심', 0.4978893995285034], ['즐거움/신남', 0.9236487150192261], ['흐뭇함(귀여움/예쁨)', 0.5629895925521851], ['행복', 0.8351006507873535], ['기쁨', 0.9486384987831116], ['안심/신뢰', 0.6683018803596497]]"
역시 명란 바게트가 존맛탱 맛도 맛이지만 임산부는 줄 없이 들어갈 수 있는 거 모르고 임산부랑 한참 기다렸네요 요즘 생긴 거라던데 너무 좋은 방안 같아서 좋습니다,"[['환영/호의', 0.7167412042617798], ['감동/감탄', 0.9498829245567322], ['고마움', 0.7907546162605286], ['기대감', 0.7904642820358276], ['뿌듯함', 0.654999852180481], ['편안/쾌적', 0.5573999881744385], ['신기함/관심', 0.5251820683479309], ['즐거움/신남', 0.8646478652954102], ['행복', 0.8348516821861267], ['기쁨', 0.9526149034500122], ['안심/신뢰', 0.8694426417350769]]"
사람이사람이 진짜 너무많음평일 오전에 갔는데도 사람에 치여서 빵을 고를수가 없었음그냥 선물세트 두어개 집고 계산하고 나오는정도줄서서 고르는게 아니라 그냥 시장통처럼 사람 사이로 지나가고 밀쳐가며 사야하기때문에 이런거 기 안빨리시는분만 가시길,"[['불평/불만', 0.9623042345046997], ['화남/분노', 0.4454086720943451], ['안타까움/실망', 0.7745686769485474], ['짜증', 0.9323862195014954], ['어이없음', 0.5181676149368286], ['귀찮음', 0.5269261002540588], ['힘듦/지침', 0.47545862197875977], ['당황/난처', 0.829436182975769], ['부담/안_내킴', 0.4968644976615906]]"
존맛 빵 줄은 길지만 일찍오면 줄 얼마없슴,"[['환영/호의', 0.5727999806404114], ['감동/감탄', 0.6225202083587646], ['기대감', 0.6910889148712158], ['뿌듯함', 0.579363226890564], ['편안/쾌적', 0.5021675229072571], ['즐거움/신남', 0.9121625423431396], ['행복', 0.6246374249458313], ['기쁨', 0.8678328990936279], ['안심/신뢰', 0.6229568719863892]]"
주말에 줄서기 싫었는데앞으로는 평일에만 가야겠네요,"[['기대감', 0.7066670060157776], ['깨달음', 0.7374690175056458], ['안심/신뢰', 0.5857366919517517]]"
토요일 시분의 빵 라인업,"[['환영/호의', 0.4050452709197998], ['기대감', 0.7244555354118347], ['즐거움/신남', 0.8864243626594543], ['행복', 0.6619443297386169], ['기쁨', 0.7338374853134155]]"
알밤시루 크게 기대 안했는데 적당히 달달하고 맛있어요 행복해요 영원하라 성심당,"[['환영/호의', 0.5515734553337097], ['감동/감탄', 0.8478730916976929], ['고마움', 0.4449159801006317], ['기대감', 0.5115934014320374], ['뿌듯함', 0.48595908284187317], ['즐거움/신남', 0.9746518135070801], ['행복', 0.9488794803619385], ['기쁨', 0.9771305322647095]]"
본점에 다있다고 생각해서 본점으로 갛는데 줄따라 가다보니 같은 빵종류가 반복되고 얼른고르고 후다닥 나오고보니 케잌은 다른곳으로 가야 한다고 해서 못 사고 왔어요,"[['불평/불만', 0.9724841117858887], ['안타까움/실망', 0.9467036128044128], ['짜증', 0.8648236989974976], ['어이없음', 0.7329501509666443], ['당황/난처', 0.9191595911979675]]"
말이 필요없는 최고의 빵집,"[['환영/호의', 0.7781645059585571], ['감동/감탄', 0.9741551876068115], ['고마움', 0.6865221858024597], ['존경', 0.4680541157722473], ['기대감', 0.6510222554206848], ['뿌듯함', 0.6316643357276917], ['편안/쾌적', 0.40861964225769043], ['아껴주는', 0.47288084030151367], ['즐거움/신남', 0.8810800313949585], ['행복', 0.9156242609024048], ['기쁨', 0.9398618340492249], ['안심/신뢰', 0.66232830286026]]"
대기 줄만 줄었으면 하는 마음,"[['기대감', 0.556363046169281], ['안타까움/실망', 0.7140244245529175], ['불안/걱정', 0.8539510369300842]]"
웨이팅있긴하지만 금방 들어갈수있어요 빵 종류도 엄청 많고 진짜 가격도 저렴하고 맛있어용또 방문하겠습니다,"[['환영/호의', 0.7924326658248901], ['감동/감탄', 0.7839134931564331], ['고마움', 0.7845112681388855], ['기대감', 0.8327358365058899], ['뿌듯함', 0.6607776284217834], ['편안/쾌적', 0.7334920763969421], ['즐거움/신남', 0.7651675939559937], ['행복', 0.6794547438621521], ['기쁨', 0.9211320877075195], ['안심/신뢰', 0.9293498396873474]]"
흥미로움 대전에 왔으면 한 번 쯤 들려볼만함하지만 사람 너무 많을 때는 비추없는 제품도 많아서 롯백점이 나은듯,"[['환영/호의', 0.6471864581108093], ['기대감', 0.9618121385574341], ['신기함/관심', 0.7792101502418518], ['안심/신뢰', 0.4583536982536316]]"
토욜 인파에 쓸려 빵을 담는게 녹록치 않지만 대전 가면 꼭 들러오는 곳 최애는 예약 없이도 살 수 있는 순수롤 좋은 재료로 만들어서 믿고 사먹습니다,"[['환영/호의', 0.7699826955795288], ['고마움', 0.7527678608894348], ['기대감', 0.9477199912071228], ['뿌듯함', 0.4057590067386627], ['편안/쾌적', 0.6385297775268555], ['행복', 0.4794030487537384], ['기쁨', 0.7189265489578247], ['안심/신뢰', 0.9221051335334778]]"
대전사람들만 자부심 느끼는 빵집솔직히 찾아가서 먹을맛이 아님 수도권 외곽에 맛있는 빵집 훨 많음 가격이 저렴한거 인정 사회적 선한영향력은 인정,"[['불평/불만', 0.9732366800308228], ['화남/분노', 0.46781688928604126], ['안타까움/실망', 0.9419118762016296], ['의심/불신', 0.5801869034767151], ['한심함', 0.5309035778045654], ['짜증', 0.8026044368743896], ['어이없음', 0.6544339656829834], ['재미없음', 0.5650156736373901]]"
나의 인생빵집,"[['환영/호의', 0.5506219267845154], ['감동/감탄', 0.6393963694572449], ['고마움', 0.561737596988678], ['기대감', 0.4596301019191742], ['뿌듯함', 0.6871448755264282], ['편안/쾌적', 0.5536466836929321], ['아껴주는', 0.5275864005088806], ['즐거움/신남', 0.8511717915534973], ['행복', 0.8556447625160217], ['기쁨', 0.8748316168785095], ['안심/신뢰', 0.5956517457962036]]"
웨이팅은 빨리 줄어드나 빵고르는데 너무너무너무 정신없어요 다들 조금만 배려하면 좋을텐데 왜이렇게 밀어대는건지 빵 저렴하고 맛있어요 드디어 가봐서 좋아요,"[['불평/불만', 0.9145992994308472], ['안타까움/실망', 0.7079334855079651], ['짜증', 0.7010961174964905], ['당황/난처', 0.6082813143730164], ['기쁨', 0.4645325243473053]]"
가성비 좋고 맛있고 다양해서 좋음주말엔 웨이팅이 너무 길어서 아쉽,"[['불평/불만', 0.4202931225299835], ['환영/호의', 0.6142967343330383], ['감동/감탄', 0.6309890151023865], ['고마움', 0.5005735754966736], ['기대감', 0.6609822511672974], ['안타까움/실망', 0.7901435494422913], ['편안/쾌적', 0.47292160987854004], ['즐거움/신남', 0.5619965195655823], ['행복', 0.40421074628829956], ['기쁨', 0.7552199363708496], ['안심/신뢰', 0.6880470514297485]]"
맛잇다고 하는지 모르겠음 맛없음,"[['불평/불만', 0.9718074798583984], ['안타까움/실망', 0.9558595418930054], ['짜증', 0.7992193102836609], ['어이없음', 0.6481123566627502], ['재미없음', 0.6726049184799194]]"
별로 동네 빵집 맛없는 동네 빵집보다 못함,"[['불평/불만', 0.9946362376213074], ['화남/분노', 0.900185763835907], ['안타까움/실망', 0.9497402310371399], ['의심/불신', 0.7319799065589905], ['한심함', 0.5766114592552185], ['짜증', 0.9632764458656311], ['어이없음', 0.6864815950393677]]"
말해뭐해 친절갑 음식퀄리티갑 대전 간다고 하면 주변에서 자기것도 개 사와달라고 합니다 같은 빵인데 왜이리 맛난지 모르겠어요,"[['환영/호의', 0.7349116206169128], ['감동/감탄', 0.9655243754386902], ['고마움', 0.8225688934326172], ['기대감', 0.4880896210670471], ['뿌듯함', 0.6839479804039001], ['편안/쾌적', 0.4876924753189087], ['즐거움/신남', 0.9533812403678894], ['행복', 0.9392759799957275], ['기쁨', 0.9818817973136902], ['안심/신뢰', 0.7196983098983765]]"
잘 먹었습니당,"[['환영/호의', 0.5284395217895508], ['감동/감탄', 0.5555114150047302], ['고마움', 0.9020272493362427], ['뿌듯함', 0.5483753681182861], ['편안/쾌적', 0.5975606441497803], ['즐거움/신남', 0.6967681646347046], ['행복', 0.8180458545684814], ['기쁨', 0.9331845641136169], ['안심/신뢰', 0.8023708462715149]]"
빵 맛은 최고 가격도 최고하지만 그만큼 사람이 정말 많습니다,"[['환영/호의', 0.5752514004707336], ['감동/감탄', 0.9611722826957703], ['존경', 0.4325276017189026], ['기대감', 0.7171313762664795], ['뿌듯함', 0.4095875322818756], ['신기함/관심', 0.6375250816345215], ['즐거움/신남', 0.4416804909706116], ['깨달음', 0.616844892501831], ['놀람', 0.4869840443134308], ['기쁨', 0.48034924268722534], ['안심/신뢰', 0.5255101323127747]]"
맛있더라고요 가격도 괜찮고,"[['환영/호의', 0.6948187947273254], ['감동/감탄', 0.8743800520896912], ['고마움', 0.7004473209381104], ['기대감', 0.6335763931274414], ['뿌듯함', 0.6701436042785645], ['편안/쾌적', 0.6722462773323059], ['즐거움/신남', 0.876890242099762], ['행복', 0.7851734757423401], ['기쁨', 0.9523873925209045], ['안심/신뢰', 0.8752795457839966]]"
